image_id,disease,base_id,disease_list,match
bacterial_spot_267,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_268,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_272,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_284,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_287,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_288,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_29,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_291,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_294,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_299,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_3,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_300,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_302,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_303,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_312,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_32,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_326,"['early_blight', 'bacterial_spot']",bacterial_spot,"['early_blight', 'bacterial_spot']",1
bacterial_spot_331,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_332,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_337,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_342,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_344,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_345,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_346,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_347,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_348,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_350,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_352,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_353,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_355,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_357,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_361,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_373,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_375,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_376,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_378,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_380,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_382,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_384,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_387,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_388,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_392,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_397,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_399,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_40,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_401,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_403,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_405,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_406,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_409,"['leaf_curl', 'bacterial_spot']",bacterial_spot,"['leaf_curl', 'bacterial_spot']",1
bacterial_spot_410,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_411,"['leaf_curl', 'bacterial_spot']",bacterial_spot,"['leaf_curl', 'bacterial_spot']",1
bacterial_spot_417,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_422,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_428,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_429,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_434,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_436,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_437,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_443,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_444,"['early_blight', 'bacterial_spot']",bacterial_spot,"['early_blight', 'bacterial_spot']",1
bacterial_spot_447,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_448,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_449,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_450,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_451,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_452,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_457,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_470,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_473,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_474,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_476,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_478,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_479,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_485,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_487,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_488,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_489,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_491,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_492,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_496,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_499,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_502,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_503,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_505,"['early_blight', 'leaf_curl', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'leaf_curl', 'bacterial_spot', 'rust']",1
bacterial_spot_508,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_512,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_516,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_523,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_53,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_532,"['leaf_curl', 'bacterial_spot', 'rust']",bacterial_spot,"['leaf_curl', 'bacterial_spot', 'rust']",1
bacterial_spot_535,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_538,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_540,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_544,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_548,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_549,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_568,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_572,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_577,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_579,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_580,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_587,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_588,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_594,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_596,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_601,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_602,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_608,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_610,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_612,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_620,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_621,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_622,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_623,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_628,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_629,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_634,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_637,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_638,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_646,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_651,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_655,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_657,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_658,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_664,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_668,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_672,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_674,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_680,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_683,"['early_blight', 'leaf_curl', 'bacterial_spot']",bacterial_spot,"['early_blight', 'leaf_curl', 'bacterial_spot']",1
bacterial_spot_684,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_690,"['early_blight', 'bacterial_spot']",bacterial_spot,"['early_blight', 'bacterial_spot']",1
bacterial_spot_692,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_695,"['early_blight', 'bacterial_spot']",bacterial_spot,"['early_blight', 'bacterial_spot']",1
bacterial_spot_697,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_699,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_7,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_701,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_702,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_705,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_706,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_707,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_73,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_730,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_732,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_734,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_735,"['early_blight', 'bacterial_spot']",bacterial_spot,"['early_blight', 'bacterial_spot']",1
bacterial_spot_737,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_741,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_744,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_747,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_756,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_761,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_766,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_769,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_772,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_776,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_777,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_782,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_783,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_785,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_787,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_79,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_791,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_799,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_802,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_803,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_806,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_809,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_816,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_818,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_821,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_823,"['early_blight', 'leaf_curl', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'leaf_curl', 'bacterial_spot', 'rust']",1
bacterial_spot_825,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_826,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_828,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_832,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_84,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_842,"['leaf_curl', 'bacterial_spot', 'rust']",bacterial_spot,"['leaf_curl', 'bacterial_spot', 'rust']",1
bacterial_spot_844,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_848,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_849,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_85,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_852,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_855,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_856,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_857,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_859,"['early_blight', 'bacterial_spot']",bacterial_spot,"['early_blight', 'bacterial_spot']",1
bacterial_spot_86,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_860,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_863,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_871,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_873,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_879,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_880,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_882,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_886,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_890,"['leaf_curl', 'bacterial_spot']",bacterial_spot,"['leaf_curl', 'bacterial_spot']",1
bacterial_spot_891,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_894,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_895,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_899,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_9,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_90,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_901,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_903,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_905,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_907,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_912,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_913,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_916,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_924,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_925,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_928,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_931,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_935,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_938,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_945,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_947,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_948,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_950,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_952,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_953,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_961,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_962,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_963,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_967,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_97,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_970,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_971,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
