image_id,disease,base_id,disease_list,match
bacterial_spot_127,"['early_blight', 'rust']",bacterial_spot,"['early_blight', 'rust']",0
bacterial_spot_128,"['leaf_curl', 'bacterial_spot']",bacterial_spot,"['leaf_curl', 'bacterial_spot']",1
bacterial_spot_129,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_13,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_130,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_131,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_132,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_133,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_134,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_135,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_136,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_137,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_138,['leaf_curl'],bacterial_spot,['leaf_curl'],0
bacterial_spot_139,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_14,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_140,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_141,['rust'],bacterial_spot,['rust'],0
bacterial_spot_142,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_143,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_144,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_145,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_146,['rust'],bacterial_spot,['rust'],0
bacterial_spot_147,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_148,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_149,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_15,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_150,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_151,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_152,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_153,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_154,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_155,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_156,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_157,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_158,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_159,['leaf_curl'],bacterial_spot,['leaf_curl'],0
bacterial_spot_16,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_160,['early_blight'],bacterial_spot,['early_blight'],0
bacterial_spot_161,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_162,['early_blight'],bacterial_spot,['early_blight'],0
bacterial_spot_163,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_164,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_165,['early_blight'],bacterial_spot,['early_blight'],0
bacterial_spot_166,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_167,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_168,"['early_blight', 'bacterial_spot']",bacterial_spot,"['early_blight', 'bacterial_spot']",1
bacterial_spot_169,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_17,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_170,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_171,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_172,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_173,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_174,"['leaf_curl', 'bacterial_spot']",bacterial_spot,"['leaf_curl', 'bacterial_spot']",1
bacterial_spot_175,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_176,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_177,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_178,['rust'],bacterial_spot,['rust'],0
bacterial_spot_179,"['leaf_curl', 'rust']",bacterial_spot,"['leaf_curl', 'rust']",0
bacterial_spot_18,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_180,['rust'],bacterial_spot,['rust'],0
bacterial_spot_181,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_182,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_183,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_184,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_185,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_186,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_187,['rust'],bacterial_spot,['rust'],0
bacterial_spot_188,"['leaf_curl', 'bacterial_spot', 'rust']",bacterial_spot,"['leaf_curl', 'bacterial_spot', 'rust']",1
bacterial_spot_189,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_19,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_190,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_191,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_192,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_193,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_194,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_195,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_196,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_197,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_198,['early_blight'],bacterial_spot,['early_blight'],0
bacterial_spot_199,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_2,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_20,['leaf_curl'],bacterial_spot,['leaf_curl'],0
bacterial_spot_200,['rust'],bacterial_spot,['rust'],0
bacterial_spot_201,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_202,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_203,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_204,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_205,"['leaf_curl', 'rust']",bacterial_spot,"['leaf_curl', 'rust']",0
bacterial_spot_206,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_207,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_208,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_209,['rust'],bacterial_spot,['rust'],0
bacterial_spot_21,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_210,"['early_blight', 'rust']",bacterial_spot,"['early_blight', 'rust']",0
bacterial_spot_211,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_212,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_213,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_214,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_215,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_216,"['leaf_curl', 'rust']",bacterial_spot,"['leaf_curl', 'rust']",0
bacterial_spot_217,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_218,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_219,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_22,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_220,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_221,['rust'],bacterial_spot,['rust'],0
bacterial_spot_222,['rust'],bacterial_spot,['rust'],0
bacterial_spot_223,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_224,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_225,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_226,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_227,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_228,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_229,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_23,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_230,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_231,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_232,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_233,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_234,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_235,['rust'],bacterial_spot,['rust'],0
bacterial_spot_236,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_237,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_238,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_239,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_24,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_240,['leaf_curl'],bacterial_spot,['leaf_curl'],0
bacterial_spot_241,['leaf_curl'],bacterial_spot,['leaf_curl'],0
bacterial_spot_242,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_243,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_244,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_245,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_246,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_247,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_248,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_249,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_25,"['leaf_curl', 'bacterial_spot']",bacterial_spot,"['leaf_curl', 'bacterial_spot']",1
bacterial_spot_250,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_251,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_252,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_253,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_254,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_255,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_256,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_257,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_258,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_259,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_26,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_260,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_261,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_262,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_263,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_264,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_265,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_266,['rust'],bacterial_spot,['rust'],0
bacterial_spot_267,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_268,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_269,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_27,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_270,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_271,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_272,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_273,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_274,['early_blight'],bacterial_spot,['early_blight'],0
bacterial_spot_275,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_276,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_277,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_278,['rust'],bacterial_spot,['rust'],0
bacterial_spot_279,['rust'],bacterial_spot,['rust'],0
bacterial_spot_28,"['early_blight', 'rust']",bacterial_spot,"['early_blight', 'rust']",0
bacterial_spot_280,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_281,['rust'],bacterial_spot,['rust'],0
bacterial_spot_282,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_283,"['leaf_curl', 'rust']",bacterial_spot,"['leaf_curl', 'rust']",0
bacterial_spot_284,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_285,['rust'],bacterial_spot,['rust'],0
bacterial_spot_286,['leaf_curl'],bacterial_spot,['leaf_curl'],0
bacterial_spot_287,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_288,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_289,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_29,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_290,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_291,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_292,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_293,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_294,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_295,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_296,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_297,['rust'],bacterial_spot,['rust'],0
bacterial_spot_298,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_299,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_3,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_30,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_300,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_301,['rust'],bacterial_spot,['rust'],0
bacterial_spot_302,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_303,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_304,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_305,['early_blight'],bacterial_spot,['early_blight'],0
bacterial_spot_306,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_307,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_308,['leaf_curl'],bacterial_spot,['leaf_curl'],0
bacterial_spot_309,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_31,['leaf_curl'],bacterial_spot,['leaf_curl'],0
bacterial_spot_310,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_311,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_312,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_313,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_314,['rust'],bacterial_spot,['rust'],0
bacterial_spot_315,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_316,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_317,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_318,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_319,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_32,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_320,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_321,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_322,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_323,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_324,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_325,['rust'],bacterial_spot,['rust'],0
bacterial_spot_326,"['early_blight', 'bacterial_spot']",bacterial_spot,"['early_blight', 'bacterial_spot']",1
bacterial_spot_327,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_328,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_329,['rust'],bacterial_spot,['rust'],0
bacterial_spot_33,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_330,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_331,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_332,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_333,['leaf_curl'],bacterial_spot,['leaf_curl'],0
bacterial_spot_334,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_335,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_336,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_337,"['early_blight', 'bacterial_spot', 'rust']",bacterial_spot,"['early_blight', 'bacterial_spot', 'rust']",1
bacterial_spot_338,['rust'],bacterial_spot,['rust'],0
bacterial_spot_339,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_34,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_340,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_341,['leaf_curl'],bacterial_spot,['leaf_curl'],0
bacterial_spot_342,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_343,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_344,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_345,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_346,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_347,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_348,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_349,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_35,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_350,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_351,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_352,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_353,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_354,['early_blight'],bacterial_spot,['early_blight'],0
bacterial_spot_355,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_356,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_357,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_358,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_359,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_36,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_360,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_361,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_362,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_363,"['early_blight', 'rust']",bacterial_spot,"['early_blight', 'rust']",0
bacterial_spot_364,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_365,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_366,['leaf_curl'],bacterial_spot,['leaf_curl'],0
bacterial_spot_367,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_368,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_369,"['leaf_curl', 'rust']",bacterial_spot,"['leaf_curl', 'rust']",0
bacterial_spot_37,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_370,['rust'],bacterial_spot,['rust'],0
bacterial_spot_371,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_372,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_373,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_374,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_375,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_376,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_377,"['leaf_curl', 'rust']",bacterial_spot,"['leaf_curl', 'rust']",0
bacterial_spot_378,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_379,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_38,['leaf_curl'],bacterial_spot,['leaf_curl'],0
bacterial_spot_380,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_381,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_382,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_383,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_384,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_385,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_386,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_387,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_388,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_389,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_39,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_390,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_391,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_392,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_393,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_394,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_395,['rust'],bacterial_spot,['rust'],0
bacterial_spot_396,['rust'],bacterial_spot,['rust'],0
bacterial_spot_397,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_398,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_399,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_4,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_40,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_400,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_401,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_402,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_403,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_404,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_405,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_406,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_407,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_408,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_409,"['leaf_curl', 'bacterial_spot']",bacterial_spot,"['leaf_curl', 'bacterial_spot']",1
bacterial_spot_41,"['leaf_curl', 'rust']",bacterial_spot,"['leaf_curl', 'rust']",0
bacterial_spot_410,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_411,"['leaf_curl', 'bacterial_spot']",bacterial_spot,"['leaf_curl', 'bacterial_spot']",1
bacterial_spot_412,['leaf_curl'],bacterial_spot,['leaf_curl'],0
bacterial_spot_413,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_414,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_415,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_416,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_417,['bacterial_spot'],bacterial_spot,['bacterial_spot'],1
bacterial_spot_418,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_419,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_42,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_420,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_421,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_422,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_423,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_424,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_425,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_426,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_427,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_428,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_429,"['bacterial_spot', 'rust']",bacterial_spot,"['bacterial_spot', 'rust']",1
bacterial_spot_43,['healthy'],bacterial_spot,['healthy'],0
bacterial_spot_430,['early_blight'],bacterial_spot,['early_blight'],0
