brown_lesion_count,lesion_diameter,ring_count,yellow_area_percent,avg_irregularity,hsv_shift,edge_roughness,curl_index,texture_entropy,internode_length,mean_green_intensity,branch_count,speck_count,rust_area_percent,pustule_count,droop_angle,image_id,disease
7,0.36,111,11.32,9.12466422965899,35.88,0.1151580810546875,1.0,709.9978212151397,Manual measurement required,100.72207641601562,Manual or skeleton-based count,10,0.20904541015625,2,Requires keypoint estimation or manual measurement,early_blight_15,early
3,0.45,86,1.05,16.16096882619024,49.75,0.0950775146484375,1.0,449.6523904382471,Manual measurement required,114.31915283203125,Manual or skeleton-based count,5,0.0,0,Requires keypoint estimation or manual measurement,early_blight_16,early
1,0.17,46,3.68,4.223250383424542,66.6,0.17340087890625,1.0,2159.956128610558,Manual measurement required,133.5881805419922,Manual or skeleton-based count,21,0.32958984375,4,Requires keypoint estimation or manual measurement,early_blight_17,early
0,0.0,70,0.25,11.6659667881122,51.77,0.0960235595703125,1.0,929.4731075697212,Manual measurement required,100.06114196777344,Manual or skeleton-based count,11,0.0,0,Requires keypoint estimation or manual measurement,early_blight_18,early
3,0.16,93,0.26,10.752246922280744,56.8,0.038665771484375,1.0,256.1240973605578,Manual measurement required,106.53179931640625,Manual or skeleton-based count,5,0.006103515625,0,Requires keypoint estimation or manual measurement,early_blight_19,early
6,0.31,79,6.52,10.473173267639835,55.57,0.20989990234375,1.0,2185.3041894920325,Manual measurement required,130.48513793945312,Manual or skeleton-based count,28,0.40435791015625,3,Requires keypoint estimation or manual measurement,early_blight_2,early
3,0.3,28,12.81,4.66473214480283,23.47,0.1447906494140625,1.0,1347.6891496513942,Manual measurement required,113.79570007324219,Manual or skeleton-based count,12,0.35858154296875,4,Requires keypoint estimation or manual measurement,early_blight_20,early
0,0.0,122,0.96,7.717187847165144,24.03,0.1801910400390625,1.0,1530.6483596862554,Manual measurement required,118.59176635742188,Manual or skeleton-based count,18,0.00152587890625,0,Requires keypoint estimation or manual measurement,early_blight_21,early
0,0.0,53,5.46,8.208086470273132,50.65,0.081268310546875,1.0,441.3484032619522,Manual measurement required,111.881591796875,Manual or skeleton-based count,2,0.01220703125,0,Requires keypoint estimation or manual measurement,early_blight_22,early
3,0.49,118,24.71,8.33301061616018,33.7,0.121917724609375,1.0,1515.4431959661358,Manual measurement required,127.75027465820312,Manual or skeleton-based count,20,0.96282958984375,4,Requires keypoint estimation or manual measurement,early_blight_23,early
3,0.49,118,24.71,8.33301061616018,33.7,0.121917724609375,1.0,1515.4431959661358,Manual measurement required,127.75027465820312,Manual or skeleton-based count,20,0.96282958984375,4,Requires keypoint estimation or manual measurement,early_blight_24,early
2,0.81,70,7.82,9.126124349707363,45.93,0.065185546875,1.0,579.3338365288845,Manual measurement required,105.86396789550781,Manual or skeleton-based count,28,0.03662109375,0,Requires keypoint estimation or manual measurement,early_blight_25,early
0,0.0,11,0.12,3.61250416112877,27.99,0.0635833740234375,1.0,1204.4363950448208,Manual measurement required,119.5252685546875,Manual or skeleton-based count,9,0.0,0,Requires keypoint estimation or manual measurement,early_blight_26,early
0,0.0,47,25.23,4.46495972441136,36.32,0.1204071044921875,1.0,1088.511205179283,Manual measurement required,128.39183044433594,Manual or skeleton-based count,7,0.05035400390625,1,Requires keypoint estimation or manual measurement,early_blight_27,early
2,0.19,7,17.97,4.89607856000515,34.51,0.0859832763671875,1.0,610.7753828436255,Manual measurement required,145.1121063232422,Manual or skeleton-based count,0,0.12359619140625,2,Requires keypoint estimation or manual measurement,early_blight_28,early
2,0.67,82,0.2,9.999350276765076,69.54,0.073822021484375,1.0,510.0039218127492,Manual measurement required,106.35832214355469,Manual or skeleton-based count,12,0.0,0,Requires keypoint estimation or manual measurement,early_blight_29,early
6,0.23,176,4.16,12.122042506151956,50.65,0.1665496826171875,1.0,1804.3029444721117,Manual measurement required,127.15945434570312,Manual or skeleton-based count,20,0.28076171875,1,Requires keypoint estimation or manual measurement,early_blight_3,early
2,0.67,82,0.2,9.999350276765076,69.54,0.073822021484375,1.0,510.0039218127492,Manual measurement required,106.35832214355469,Manual or skeleton-based count,12,0.0,0,Requires keypoint estimation or manual measurement,early_blight_30,early
1,0.16,45,1.51,7.376307898726285,41.74,0.1547698974609375,1.0,1427.0716508964144,Manual measurement required,121.46968078613281,Manual or skeleton-based count,11,0.15411376953125,2,Requires keypoint estimation or manual measurement,early_blight_31,early
1,0.16,58,0.91,13.453945946754418,45.49,0.135284423828125,1.0,1662.5858752490042,Manual measurement required,130.4808349609375,Manual or skeleton-based count,6,0.01068115234375,0,Requires keypoint estimation or manual measurement,early_blight_32,early
1,0.16,58,0.91,13.453945946754418,45.49,0.135284423828125,1.0,1662.5858752490042,Manual measurement required,130.4808349609375,Manual or skeleton-based count,6,0.01068115234375,0,Requires keypoint estimation or manual measurement,early_blight_33,early
1,0.17,138,8.19,16.741329779623307,63.47,0.152984619140625,1.0,1381.1044416085656,Manual measurement required,121.00355529785156,Manual or skeleton-based count,26,0.50811767578125,4,Requires keypoint estimation or manual measurement,early_blight_34,early
0,0.0,30,0.11,6.782578481605885,55.89,0.173095703125,1.0,1744.827377988048,Manual measurement required,118.54867553710938,Manual or skeleton-based count,16,0.0,0,Requires keypoint estimation or manual measurement,early_blight_35,early
3,0.18,80,9.21,10.721777483357307,45.58,0.1573028564453125,1.0,1573.7698891932273,Manual measurement required,133.8147735595703,Manual or skeleton-based count,18,0.048828125,0,Requires keypoint estimation or manual measurement,early_blight_36,early
1,0.23,118,1.22,14.549493813022089,67.83,0.0789794921875,1.0,558.6838427539841,Manual measurement required,116.04786682128906,Manual or skeleton-based count,6,0.018310546875,0,Requires keypoint estimation or manual measurement,early_blight_37,early
5,0.45,81,10.6,10.063283492757144,63.68,0.1340789794921875,1.0,1306.9753486055781,Manual measurement required,123.5042724609375,Manual or skeleton-based count,12,0.25634765625,2,Requires keypoint estimation or manual measurement,early_blight_38,early
3,0.44,57,13.48,44.331552763608144,29.0,0.060272216796875,1.0,371.2130851593625,Manual measurement required,107.18739318847656,Manual or skeleton-based count,6,0.018310546875,0,Requires keypoint estimation or manual measurement,early_blight_39,early
2,0.68,28,0.45,3.705799348930553,53.98,0.052703857421875,1.0,457.85812998007964,Manual measurement required,95.55856323242188,Manual or skeleton-based count,21,0.0,0,Requires keypoint estimation or manual measurement,early_blight_4,early
5,0.35,156,4.15,10.415847312100077,55.67,0.1425933837890625,1.0,1016.307846738048,Manual measurement required,127.58891296386719,Manual or skeleton-based count,19,0.0091552734375,0,Requires keypoint estimation or manual measurement,early_blight_40,early
0,0.0,97,0.18,11.475673630679815,52.29,0.1427459716796875,1.0,1434.6571059511953,Manual measurement required,121.82514953613281,Manual or skeleton-based count,18,0.0,0,Requires keypoint estimation or manual measurement,early_blight_41,early
1,1.16,51,0.05,8.42268211854377,69.11,0.08917236328125,1.0,650.1236927290835,Manual measurement required,121.22038269042969,Manual or skeleton-based count,2,0.0,0,Requires keypoint estimation or manual measurement,early_blight_42,early
2,0.32,78,0.38,15.031167522149529,56.16,0.0943603515625,1.0,431.1193040338646,Manual measurement required,108.67082214355469,Manual or skeleton-based count,0,0.0030517578125,0,Requires keypoint estimation or manual measurement,early_blight_43,early
2,0.32,78,0.38,15.031167522149529,56.16,0.0943603515625,1.0,431.1193040338646,Manual measurement required,108.67082214355469,Manual or skeleton-based count,0,0.0030517578125,0,Requires keypoint estimation or manual measurement,early_blight_44,early
0,0.0,84,1.12,19.994397876950664,48.42,0.1772613525390625,1.0,1205.2589330179285,Manual measurement required,114.2237548828125,Manual or skeleton-based count,7,0.0152587890625,0,Requires keypoint estimation or manual measurement,early_blight_45,early
1,0.25,28,33.3,10.465203505993621,20.1,0.0428314208984375,1.0,202.96913906872513,Manual measurement required,121.56753540039062,Manual or skeleton-based count,0,0.042724609375,0,Requires keypoint estimation or manual measurement,early_blight_46,early
3,0.25,115,0.41,14.088471088862354,46.48,0.1878204345703125,1.0,1485.9628828436257,Manual measurement required,114.22195434570312,Manual or skeleton-based count,13,0.0,0,Requires keypoint estimation or manual measurement,early_blight_47,early
3,0.42,101,22.96,14.927181154808595,41.45,0.126495361328125,1.0,803.5196090637452,Manual measurement required,113.81266784667969,Manual or skeleton-based count,22,1.08184814453125,2,Requires keypoint estimation or manual measurement,early_blight_48,early
3,0.56,63,0.35,16.928959127768497,49.66,0.0736846923828125,1.0,533.8092473854582,Manual measurement required,123.59320068359375,Manual or skeleton-based count,10,0.0030517578125,0,Requires keypoint estimation or manual measurement,early_blight_49,early
2,0.62,3,1.2,3.9822036371536527,61.9,0.054595947265625,1.0,569.4823985308765,Manual measurement required,155.76193237304688,Manual or skeleton-based count,0,0.00152587890625,0,Requires keypoint estimation or manual measurement,early_blight_5,early
0,0.0,100,1.21,8.413972843003913,47.02,0.1603546142578125,1.0,1176.9731386952194,Manual measurement required,112.37042236328125,Manual or skeleton-based count,7,0.006103515625,0,Requires keypoint estimation or manual measurement,early_blight_50,early
0,0.0,167,0.0,21.006001121747094,63.05,0.1642303466796875,1.0,519.078545194223,Manual measurement required,103.61517333984375,Manual or skeleton-based count,5,0.0,0,Requires keypoint estimation or manual measurement,early_blight_6,early
5,0.26,52,3.02,7.0038290171485365,54.98,0.144287109375,1.0,1074.4782277141437,Manual measurement required,133.4298095703125,Manual or skeleton-based count,6,0.006103515625,0,Requires keypoint estimation or manual measurement,early_blight_7,early
2,0.68,43,0.32,3.8556403328126567,65.95,0.0224761962890625,1.0,333.92755540338646,Manual measurement required,111.95675659179688,Manual or skeleton-based count,9,0.0,0,Requires keypoint estimation or manual measurement,early_blight_8,early
3,0.39,63,10.29,5.193517873499758,44.05,0.0864410400390625,1.0,399.40870891434264,Manual measurement required,114.335205078125,Manual or skeleton-based count,1,0.05950927734375,1,Requires keypoint estimation or manual measurement,early_blight_9,early
0,0.0,125,16.63,13.024285320186346,33.04,0.2121429443359375,1.0,1394.2754295318725,Manual measurement required,132.09571838378906,Manual or skeleton-based count,13,0.10833740234375,0,Requires keypoint estimation or manual measurement,rust_1,rust
1,0.2,10,34.6,4.4866147468651505,36.22,0.0939483642578125,1.0,787.5132438994024,Manual measurement required,126.86053466796875,Manual or skeleton-based count,12,0.49896240234375,4,Requires keypoint estimation or manual measurement,rust_10,rust
0,0.0,24,70.86,9.487500012239597,20.98,0.0478363037109375,1.0,364.4014877988047,Manual measurement required,118.45033264160156,Manual or skeleton-based count,0,0.0152587890625,0,Requires keypoint estimation or manual measurement,rust_11,rust
2,0.19,23,13.77,8.540431285815357,38.36,0.114227294921875,1.0,570.3476251245021,Manual measurement required,121.2794189453125,Manual or skeleton-based count,3,0.08087158203125,1,Requires keypoint estimation or manual measurement,rust_12,rust
0,0.0,114,0.37,8.134856607006126,37.67,0.0462188720703125,1.0,237.50969559262955,Manual measurement required,112.60182189941406,Manual or skeleton-based count,1,0.00152587890625,0,Requires keypoint estimation or manual measurement,rust_13,rust
0,0.0,0,10.03,12.832793328841763,31.75,0.204925537109375,1.0,1212.164544945219,Manual measurement required,172.0264892578125,Manual or skeleton-based count,2,0.0457763671875,0,Requires keypoint estimation or manual measurement,rust_14,rust
1,0.29,15,59.3,12.174275867291769,11.5,0.1701812744140625,0.0,841.0001867529882,Manual measurement required,137.08413696289062,Manual or skeleton-based count,5,0.04119873046875,0,Requires keypoint estimation or manual measurement,rust_15,rust
4,0.44,1,86.98,6.0487293253633885,30.63,0.1871337890625,1.0,1009.7008839641436,Manual measurement required,129.60813903808594,Manual or skeleton-based count,2,0.45166015625,1,Requires keypoint estimation or manual measurement,rust_16,rust
0,0.0,5,11.56,8.030973074331326,26.37,0.2471771240234375,1.0,1441.103803535857,Manual measurement required,148.9092559814453,Manual or skeleton-based count,3,0.05645751953125,0,Requires keypoint estimation or manual measurement,rust_17,rust
1,0.15,112,13.66,9.54766561179118,43.6,0.192779541015625,1.0,1518.6693693974103,Manual measurement required,137.95645141601562,Manual or skeleton-based count,17,1.3092041015625,4,Requires keypoint estimation or manual measurement,rust_18,rust
0,0.0,86,4.06,9.937930361716514,55.84,0.1712799072265625,1.0,1458.19999688745,Manual measurement required,116.45478820800781,Manual or skeleton-based count,22,0.0,0,Requires keypoint estimation or manual measurement,rust_19,rust
0,0.0,17,16.46,5.885715504653296,25.79,0.0474395751953125,1.0,355.9673026643426,Manual measurement required,124.74002075195312,Manual or skeleton-based count,0,0.00152587890625,0,Requires keypoint estimation or manual measurement,rust_2,rust
4,0.26,35,35.01,8.807341014036856,32.46,0.213409423828125,1.0,2008.2698425049803,Manual measurement required,128.3856658935547,Manual or skeleton-based count,18,2.33306884765625,8,Requires keypoint estimation or manual measurement,rust_20,rust
2,0.25,5,37.92,7.980261796063208,18.33,0.16387939453125,1.0,1042.2540930029884,Manual measurement required,132.91891479492188,Manual or skeleton-based count,9,0.1922607421875,1,Requires keypoint estimation or manual measurement,rust_21,rust
5,0.38,37,55.6,8.314067104732421,189.21,0.0684356689453125,1.0,309.52020044820716,Manual measurement required,116.94731140136719,Manual or skeleton-based count,3,12.43743896484375,16,Requires keypoint estimation or manual measurement,rust_22,rust
0,0.0,54,0.63,8.786577439790092,39.9,0.3168792724609375,1.0,1477.1420100846617,Manual measurement required,150.7050323486328,Manual or skeleton-based count,1,0.0030517578125,0,Requires keypoint estimation or manual measurement,rust_23,rust
0,0.0,137,16.34,11.428082390481167,30.58,0.18865966796875,1.0,1085.1479861802788,Manual measurement required,125.30873107910156,Manual or skeleton-based count,13,0.1861572265625,2,Requires keypoint estimation or manual measurement,rust_24,rust
0,0.0,24,16.26,7.087650425979686,26.05,0.2037353515625,1.0,1332.7180808017931,Manual measurement required,144.93409729003906,Manual or skeleton-based count,4,0.1739501953125,0,Requires keypoint estimation or manual measurement,rust_25,rust
0,0.0,39,46.1,7.013505111175266,16.67,0.06671142578125,1.0,528.671221364542,Manual measurement required,112.84129333496094,Manual or skeleton-based count,1,0.37078857421875,2,Requires keypoint estimation or manual measurement,rust_26,rust
0,0.0,19,55.91,5.083122830781372,17.68,0.03155517578125,1.0,273.2975753237052,Manual measurement required,110.13966369628906,Manual or skeleton-based count,0,0.13580322265625,1,Requires keypoint estimation or manual measurement,rust_27,rust
0,0.0,78,3.95,12.894309098824909,27.73,0.196136474609375,1.0,1127.9206455428289,Manual measurement required,135.5713653564453,Manual or skeleton-based count,5,0.0457763671875,0,Requires keypoint estimation or manual measurement,rust_28,rust
0,0.0,91,0.06,9.564106981366717,26.04,0.10443115234375,1.0,519.9800485557769,Manual measurement required,142.81520080566406,Manual or skeleton-based count,0,0.0,0,Requires keypoint estimation or manual measurement,rust_29,rust
8,0.18,21,15.03,10.21263404491012,24.54,0.0804290771484375,1.0,536.9457326942231,Manual measurement required,136.51287841796875,Manual or skeleton-based count,0,0.1068115234375,1,Requires keypoint estimation or manual measurement,rust_3,rust
